driver,gender,years_exp,bus_unit,d_type,age,n_trip,ping_speed,distance,travel_time,n_crash,fatalities,injuries,sce_CM,sce_HB,sce_HW,sce_RS,sce_N
d19420,M,0.6,Intermodal,LOC,31,1358,20.5259432989691,95109.6260000002,239698.794,2,0,0,1,8,6,0,15
d06786,M,9.7,Final-mile,REG,52,247,31.8970850202429,39859.932,57899.162,0,0,0,0,0,0,0,0
d02865,M,2.6,Intermodal,REG,58,1744,30.2448629587156,247980.268,436760.647,2,0,0,12,21,5,0,38
d01080,M,4,Dedicated,LOC,44,1146,38.0969232111693,164577.698,235994.275,0,0,0,10,1,18,0,29
d10157,M,1.7,Intermodal,LOC,52,1256,18.9220111464968,89687.0620000002,238558.158,1,0,0,5,5,77,0,87
d10914,M,8.5,Dedicated,REG,62,1159,24.7039758412425,100642.835,119886.441,4,0,0,13,74,26,6,119
d15595,M,7.6,Dedicated,OTR,57,663,38.6239200603318,96438.803,137752.433,1,0,0,0,0,0,0,0
d12809,M,2.5,Intermodal,LOC,51,110,17.1417818181818,8782.932,27855.904,0,0,0,0,0,0,0,0
d16912,M,2.4,Dedicated,LOC,31,171,33.171514619883,4701.477,11507.873,12,0,0,2,2,0,1,5
d25729,M,0.5,Intermodal,LOC,56,302,23.9761158940397,27055.04,54556.403,0,0,0,0,0,0,0,0
d03072,M,0.7,Dedicated,REG,31,1361,30.7257171197649,178887.71,325578.393,1,0,0,7,12,38,1,58
d23487,M,4.6,Intermodal,LOC,45,2092,15.9761481835564,73804.8780000002,253778.495,1,0,0,0,5,0,0,5
d26866,M,2.5,Intermodal,REG,38,1753,28.7906389047347,251134.711,434315.433000001,2,0,0,4,11,28,0,43
d29690,M,12.4,Intermodal,REG,59,1792,34.8012477678571,208265.23,344054.413,2,0,0,4,6,10,0,20
d12017,M,3.5,Dedicated,OTR,32,53,41.5362452830189,827.814,1352.068,0,0,0,0,0,0,0,0
d07051,M,12.1,Intermodal,LOC,42,321,15.5750373831776,23941.109,83092.7650000001,1,0,0,0,0,0,0,0
d12462,M,1.6,Final-mile,REG,44,1161,43.2566227390181,211302.723,281701.146000001,0,0,0,2,8,8,0,18
d29586,M,2.2,Dedicated,LOC,35,80,24.5185875,6336.735,12399.531,0,0,0,0,0,0,0,0
d07717,M,3.5,Intermodal,LOC,48,836,33.364523923445,175847.727,270007.946,5,0,0,4,1,11,0,16
d08357,M,8.9,Intermodal,LOC,42,1937,19.4171037687145,123363.172,313342.458,0,0,0,1,2,0,0,3
d22216,M,3.5,Final-mile,REG,49,63,36.5740158730159,11187.312,15469.468,0,0,0,0,0,0,0,0
d17985,M,1.9,Intermodal,REG,32,174,28.9014137931035,28533.25,48289.527,0,0,0,0,0,0,0,0
d11112,M,2.6,Dedicated,LOC,31,187,25.2825187165775,15529.546,32366.596,0,0,0,0,0,0,0,0
d21317,M,5.4,Intermodal,REG,48,36,27.5438333333333,5371.966,9723.331,0,0,0,0,0,0,0,0
d22521,M,11,Final-mile,REG,47,159,35.3738867924528,27400,38011.533,0,0,0,0,0,0,0,0
d15730,M,1.1,Dedicated,REG,35,277,24.7808086642599,31595.109,69781.0650000001,0,0,0,0,0,0,0,0
d15701,M,2.9,Intermodal,LOC,42,117,18.9657777777778,12344.266,37025.367,0,0,0,0,0,0,0,0
d17729,M,6.5,Dedicated,REG,56,30,32.7725666666667,3369.334,5814.668,1,0,0,0,0,0,0,0
d24223,M,0.6,Dedicated,LOC,39,2221,22.3646524088249,155426.035,332000.921,4,0,0,14,43,4,0,61
d25018,M,3.6,Dedicated,LOC,36,1341,30.1989217002237,116123.978,194114.659,0,0,0,26,0,0,0,26
d30962,M,3.3,Final-mile,REG,59,1334,21.0723185907046,104088.562,266204.206,5,0,0,4,9,0,0,13
d00195,M,1.7,Dedicated,LOC,48,30,30.7422,4305.171,7832.799,0,0,0,0,0,0,0,0
d03319,M,3.1,Dedicated,LOC,47,1024,26.3264326171875,146965.572,298816.467,1,0,0,0,5,6,0,11
d27862,M,8,Dedicated,REG,49,1594,34.7329303638645,243046.637,365214.005,6,0,0,11,6,48,1,66
d30585,M,1,Dedicated,REG,47,2042,32.4309289911851,149789.532,242041.028,3,0,0,3,18,4,3,28
d11314,M,4.8,Dedicated,REG,46,954,34.1540890985325,181142.56,279217.731,4,0,0,0,40,0,0,40
d30416,M,12.4,Dedicated,REG,53,417,37.8112973621103,43482.68,64227.795,0,0,0,0,0,0,0,0
d00327,M,15.1,Dedicated,REG,53,1529,39.0708364944408,211221.446,311187.346000001,2,0,0,0,15,3,0,18
d05412,M,25.7,Dedicated,REG,53,1362,35.2829860499266,135969.111,218589.74,0,0,0,0,0,0,0,0
d03051,M,22.4,Dedicated,LOC,57,2064,32.8695295542636,177928.44,276767.844,3,0,0,0,7,0,0,7
d03822,M,17.7,Dedicated,LOC,60,1859,37.7560527165143,201760.954,307360.967,0,0,0,4,10,24,1,39
d07176,M,18.4,Dedicated,REG,47,1599,43.0611951219512,281389.822,374020.387,4,0,0,3,9,7,4,23
d07719,M,23.6,Dedicated,LOC,52,2417,34.5443276789408,291893.18,441992.197,0,0,0,3,3,3,0,9
d00540,M,11.7,Dedicated,LOC,51,1539,30.3365354126056,99410.7729999998,173649.828,0,0,0,2,9,0,1,12
d15992,M,7.2,Dedicated,LOC,49,2037,30.3807614138439,180445.559,310847.69,2,0,0,1,4,0,1,6
d26068,M,14.6,Dedicated,LOC,57,2760,30.1583561594203,140489.881,280589.008,1,0,0,2,17,3,1,23
d00643,M,4.9,Dedicated,LOC,53,2054,34.8203865628043,135012.873,237776.024,3,0,0,0,8,11,1,20
d00789,M,7.4,Dedicated,LOC,31,2167,32.11265574527,216395.573,377529.582,2,0,0,7,13,14,0,34
d07843,M,5.6,Dedicated,LOC,65,230,32.1934739130435,29032.612,46545.902,0,0,0,0,0,0,0,0
d10344,M,0.8,Dedicated,LOC,33,1990,35.7243271356784,215690.084,339927.03,1,0,0,9,10,29,1,49
d10609,M,16.6,Dedicated,LOC,50,1746,25.1691958762887,140668.397,276293.255,2,0,0,5,5,0,0,10
d16375,M,17,Dedicated,LOC,44,2073,31.2600911722142,227216.072,406552.307,1,0,0,1,11,53,0,65
d18918,M,20.3,Dedicated,LOC,54,2003,29.0801372940589,194232.477,327187.733,2,0,0,0,12,6,0,18
d19457,M,1.9,Dedicated,LOC,39,1745,26.9040332378224,186215.962,344398.301,1,0,0,1,10,38,0,49
d20192,M,7.5,Dedicated,LOC,48,2530,24.1427359683795,216870.682,403907.711999999,0,0,0,6,20,21,1,48
d22365,M,12.2,Dedicated,LOC,50,2234,27.7338267681289,194133.767,333629.986,0,0,0,21,12,37,0,70
d07197,M,7.1,Dedicated,LOC,45,209,36.032019138756,19823.483,30902.337,0,0,0,0,0,0,0,0
d00181,M,17.2,Dedicated,LOC,52,2356,37.887431663837,228954.562,342754.138999999,2,0,0,1,13,25,2,41
d00542,M,20.1,Dedicated,LOC,55,1623,32.9884621072089,164231.348,269583.659,0,0,0,0,2,0,0,2
d04110,M,17.9,Dedicated,REG,47,2154,42.9363207985144,96837.344,178697.035999999,0,0,0,0,3,2,0,5
d15051,M,12,Dedicated,REG,69,2056,29.9784343385214,183311.53,357817.242,2,0,0,1,6,0,3,10
d13298,M,18.5,Dedicated,LOC,46,1789,31.5353890441588,182819.617000001,341319.493,3,0,0,1,27,3,0,31
d26007,M,18.4,Dedicated,LOC,47,1832,28.0514519650655,127729.851,273885.701,1,0,0,0,6,0,0,6
d14798,M,12.1,Dedicated,REG,35,2257,38.7635183872397,141549.669999999,247086.485,1,0,0,1,5,6,0,12
d04752,M,20.4,Dedicated,LOC,61,1731,33.1772640092432,194596.245,336489.454,3,0,0,4,27,11,0,42
d15490,M,11.4,Dedicated,LOC,49,69,39.3514927536232,10100.333,16086.397,0,0,0,0,0,0,0,0
d26995,M,16.3,Dedicated,LOC,64,2701,26.1672813772677,165106.453,350341.906000001,2,0,0,5,1,3,0,9
d07395,M,21.1,Dedicated,LOC,45,1150,39.1132956521739,170421.576,255770.308,1,0,0,1,8,10,0,19
d15880,M,15.7,Dedicated,REG,62,1927,45.9087114686041,142088.267,200522.663,0,0,0,0,1,8,0,9
d10586,M,25.6,Dedicated,LOC,52,1925,33.9416046753247,184794.44,309502.796,0,0,0,2,1,1,0,4
d07935,M,22,Dedicated,REG,56,1530,34.255062745098,140893.721,238331.845,1,0,0,0,4,0,0,4
d02598,M,0.5,Dedicated,REG,33,25,22.5162,1273.959,3319.468,0,0,0,0,0,0,0,0
d10495,M,3.4,Dedicated,LOC,39,36,18.7602222222222,1200.61,5450.566,0,0,0,0,0,0,0,0
d10806,M,3.7,Intermodal,REG,43,703,29.1370568990043,138579.545,233825.586,1,0,0,2,1,0,0,3
d10077,M,4.9,Dedicated,REG,59,38,43.9642631578947,7159.301,9028.368,0,0,0,0,0,0,0,0
d22952,M,8.8,Dedicated,REG,44,2134,30.1638158388004,202523.584,290257.9,0,0,0,1,1,3,0,5
d05883,M,6.1,Dedicated,REG,52,365,29.8953260273973,40663.256,62517.367,1,0,0,1,0,0,0,1
d12387,M,19.4,Dedicated,REG,53,265,38.2139433962264,69813.7400000001,92394.93,0,0,0,0,0,0,0,0
d05967,M,6.6,Final-mile,REG,47,31,38.6881935483871,5272.031,7200.969,0,0,0,0,0,0,0,0
d05898,M,3.1,Dedicated,LOC,35,1129,31.5061080602303,99655.9650000001,164913.912,0,0,0,7,0,0,0,7
d14152,M,3.8,Intermodal,LOC,44,78,28.6852435897436,10398.224,17929,0,0,0,0,0,0,0,0
d06883,M,9.7,Dedicated,OTR,56,322,32.3350962732919,24106.939,32695.741,0,0,0,0,0,0,0,0
d07793,M,2.2,Intermodal,LOC,30,961,19.4677814776275,62657.0269999999,167861.251,5,0,0,7,2,0,4,13
d27356,M,7,Dedicated,LOC,36,878,32.4210216400911,72607.055,130206.605,4,0,0,2,12,0,0,14
d17433,M,1.2,Intermodal,LOC,27,1344,34.2119047619048,240953.925,357593.064000001,3,0,0,3,33,2,1,39
d25786,M,3.8,Intermodal,LOC,35,1768,19.4779553167421,110906.065,325718.799,2,0,0,10,5,1,9,25
d21168,M,7.3,Final-mile,REG,42,1239,33.8047376916868,234885.158,335160.347,2,0,0,3,2,1,1,7
d09757,M,2.1,Dedicated,REG,47,1642,37.8079975639464,207220.626,253661.502,4,0,0,0,1,2,0,3
d21302,M,7.8,Intermodal,LOC,37,907,32.2983340683572,147987.207,224786.928,5,0,0,3,6,1,0,10
d01796,M,12.3,Intermodal,REG,53,1429,36.4439503149055,308582.818,454540.526,4,0,0,5,35,29,0,69
d22097,M,4.2,Dedicated,LOC,33,1867,28.273005891805,179231.568,308241.295,1,0,0,7,10,23,0,40
d12652,M,4.1,Dedicated,REG,28,1987,21.2303009562154,125291.54,342568.926,3,0,0,0,6,0,0,6
d28342,M,6,Dedicated,LOC,46,67,35.1340597014925,10060.921,14114.562,0,0,0,0,0,0,0,0
d24076,M,1,Dedicated,LOC,55,1113,39.3344618149147,272277.735,383987.172,1,0,0,0,8,7,0,15
d29462,M,2.7,Dedicated,LOC,37,1996,18.5443016032064,58130.362,215474.935,0,0,0,3,2,9,0,14
d03902,M,2.8,Intermodal,REG,64,940,29.9842319148936,160055.652,277816.826,0,0,0,0,0,0,0,0
d16939,M,9,Intermodal,REG,58,1131,32.1347550839965,184574.603,291702.81,3,0,0,8,31,38,2,79
d07371,M,6.8,Final-mile,REG,62,38,31.9535,4453.819,6390.534,0,0,0,0,0,0,0,0
d07534,M,3.9,Intermodal,LOC,33,377,18.3827214854111,18893.482,58409.362,0,0,0,0,7,0,0,7
d10556,M,0.8,Dedicated,LOC,32,1405,30.3746434163701,151307.147,261224.349,1,0,0,2,67,11,1,81
d18656,M,0.7,Intermodal,REG,45,1498,27.5892156208278,171375.84,316041.142000001,5,0,0,0,16,1,0,17
d19715,M,8.6,Dedicated,LOC,57,1723,16.0334561810795,78627.211,305213.17,1,0,0,0,13,27,0,40
d23723,M,5.8,Intermodal,LOC,51,970,22.9028329896907,94935.531,195981.51,3,0,0,7,7,3,0,17
d24294,F,4.6,Intermodal,LOC,56,173,13.242098265896,9251.944,39383.103,4,0,0,0,7,0,0,7
d16318,M,19.1,Intermodal,LOC,62,1328,22.1552831325301,137384.592,333076.316,0,0,0,1,2,0,0,3
d29228,M,1.7,Intermodal,LOC,43,2213,15.5614062358789,86766.9459999999,283380.81,1,0,0,4,4,2,0,10
d28063,M,2.7,Intermodal,LOC,30,274,24.9831642335766,14807.092,53672.271,0,0,0,0,4,0,0,4
d18916,M,2.7,Intermodal,LOC,25,918,20.4937135076253,64142.7420000001,154440.788,1,0,0,0,2,0,0,2
d22265,M,4.8,Dedicated,LOC,33,521,27.7067447216891,37393.371,70625.998,0,0,0,0,0,0,0,0
d22330,M,3.2,Dedicated,REG,29,500,25.939746,46725.7350000001,94596.624,5,0,0,0,0,0,0,0
d28068,M,1.5,Final-mile,REG,43,157,31.5973503184713,27235.973,44076.869,0,0,0,6,15,1,0,22
d29919,M,4,Dedicated,LOC,51,365,26.6415890410959,35804.261,71818.406,0,0,0,0,0,0,0,0
d30927,M,3.1,Dedicated,REG,35,1369,32.7136515704894,167995.045,264889.892,3,0,0,1,7,0,3,11
d31881,M,12.1,Intermodal,LOC,50,1842,23.426319218241,134956.555,295526.191,2,0,0,4,2,0,0,6
d05924,M,5.4,Intermodal,LOC,43,4,23.76225,165.076,501.666,0,0,0,0,0,0,0,0
d13964,M,2.8,Dedicated,LOC,34,98,25.5974387755102,8179.456,17825.16,2,0,0,1,2,4,0,7
d05726,M,6.2,Intermodal,LOC,54,227,24.9217973568282,23096.775,48364.435,0,0,0,0,6,7,0,13
d12413,M,6.9,Dedicated,LOC,64,1529,28.647591236102,156011.769,239888.322000001,2,0,0,0,6,12,0,18
d22496,M,3.5,Dedicated,LOC,34,687,24.8466360989811,41732.143,95455.7040000001,0,0,0,0,5,5,0,10
d27657,M,4,Dedicated,REG,54,386,35.7254844559586,68997.267,111380.165,0,0,0,0,0,0,0,0
d04952,M,9.1,Dedicated,LOC,59,1858,28.2738988159311,180053.947,305105.092,1,0,0,28,18,45,0,91
d00227,M,4.4,Dedicated,REG,41,32,36.953875,6883.207,10076.999,0,0,0,0,0,0,0,0
d09140,M,2.8,Dedicated,REG,35,73,30.6550547945206,5032.406,6885.732,0,0,0,0,0,0,0,0
d18258,M,2.2,Intermodal,REG,58,34,30.4315588235294,3469.389,5902.132,0,0,0,0,0,0,0,0
d12980,M,24.4,Dedicated,REG,63,2597,34.6780927993839,212639.146,315765.684,1,0,0,0,0,4,1,5
d26802,M,19.9,Dedicated,LOC,59,2345,31.1063351812367,144504.58,273754.921,0,0,0,0,7,0,0,7
d23848,M,8.7,Dedicated,REG,40,2511,37.266443647949,167710.411999999,273302.775,3,0,0,0,0,0,0,0
d21343,M,16.4,Dedicated,REG,58,1601,38.0847051842598,223215.769,332766.246,1,0,0,4,1,63,1,69
d21668,M,20.2,Dedicated,LOC,61,1583,36.3543221730891,193175.216,308576.426,2,0,0,1,1,2,1,5
d28635,M,16.6,Dedicated,LOC,45,841,37.4724863258026,119698.738,187641.933,0,0,0,0,3,2,0,5
d10945,M,17.6,Dedicated,LOC,50,1820,25.9565445054945,148116.303,348337.79,1,0,0,0,12,0,0,12
d15795,M,6.3,Dedicated,REG,51,2502,36.9425379696243,190896.803,316768.956,1,0,0,1,7,2,0,10
d17202,M,25.4,Dedicated,REG,58,1848,33.2703798701299,234729.314,405967.362,2,0,0,3,7,12,0,22
d17299,M,14.8,Dedicated,LOC,54,1618,28.5872187886279,143804.633,263660.562000001,1,0,0,17,17,6,0,40
d19962,M,17.8,Dedicated,REG,62,1400,31.1009435714286,148423.253,255175.781,3,0,0,13,14,2,1,30
d20806,M,2.5,Dedicated,LOC,59,1839,26.0102234910277,116923.133,276634.269,2,0,0,3,13,0,0,16
d22339,M,3.1,Dedicated,LOC,30,2483,30.5645992750705,216853.365,407744.388,2,0,0,5,14,8,3,30
d22659,M,19.5,Dedicated,LOC,47,64,26.856078125,5026.753,10164.798,0,0,0,0,0,0,0,0
d22931,M,21.6,Dedicated,LOC,64,1749,30.7011017724414,156734.903,302736.482,3,0,0,5,10,3,1,19
d24431,M,16.3,Dedicated,LOC,44,1636,29.8581075794621,125432.547,234765.231,0,0,0,5,19,18,0,42
d27650,M,12.4,Dedicated,LOC,47,1863,36.5836022544283,216133.605,357863.541999999,1,0,0,0,28,1,0,29
d27671,M,14.8,Dedicated,LOC,66,2626,31.1593408225438,210110.82,355340.476,1,0,0,3,46,8,3,60
d28353,M,11.8,Dedicated,LOC,50,1045,36.1271511961723,209587.314,340674.401,1,0,0,11,27,35,2,75
d31514,M,12.4,Dedicated,LOC,60,1098,40.0848360655738,184223.075,281811.694,0,0,0,0,2,8,0,10
d00096,M,12.6,Dedicated,LOC,39,1498,28.5073765020027,205886.279,394638.342000001,5,0,0,34,23,169,0,226
d01970,M,5.6,Dedicated,LOC,43,2434,26.6646898110107,262499.57,363525.011000001,0,0,0,17,1,62,0,80
d04960,F,6,Dedicated,LOC,54,1055,21.7320066350711,166943.29,400300.111000001,0,0,0,1,15,0,0,16
d05204,M,22.4,Dedicated,LOC,55,1713,30.7372521891419,194370.7,321824.726,0,0,0,5,39,32,0,76
d07753,M,18.8,Dedicated,REG,50,1115,37.6977004484305,204655.695,318830.765000001,1,0,0,3,4,34,0,41
d16476,M,2.8,Dedicated,LOC,45,356,21.0386179775281,48394.249,125432.97,0,0,0,0,0,0,0,0
d17385,M,19,Dedicated,LOC,46,407,33.8116265356265,51345.184,78859.815,0,0,0,0,0,0,0,0
d17577,M,22.6,Dedicated,LOC,72,554,25.1752888086643,54724.923,156121.008,1,0,0,0,21,0,0,21
d18333,M,16.2,Dedicated,LOC,43,1855,30.3333746630728,224481.24,390022.292,3,0,0,33,12,70,0,115
d18797,M,2.7,Dedicated,LOC,34,2375,26.4764273684211,212442.318,408031.544,0,0,0,1,11,54,0,66
d19028,M,10.9,Dedicated,LOC,51,1968,25.3187804878049,155961.776,316200.342000001,6,0,0,2,5,5,0,12
d28547,M,4.9,Dedicated,LOC,44,2117,22.4638691544639,168553.020999999,309357.526,2,0,0,3,10,17,0,30
d01971,M,24.7,Dedicated,LOC,65,1667,33.4261331733653,199434.102,341777.779000001,0,0,0,8,17,97,3,125
d24593,M,0.3,Dedicated,LOC,30,156,22.6948141025641,34234.963,69784.27,0,0,0,0,0,0,0,0
d11998,M,3.4,Dedicated,LOC,63,805,24.3325304347826,53483.291,99371.4110000001,0,0,0,0,0,0,0,0
d08842,M,9.2,Dedicated,LOC,44,2439,24.2914678146781,192349.36,363042.34,3,0,0,16,14,46,0,76
d01821,M,6,Intermodal,LOC,44,115,23.8878260869565,14268.891,30663.233,0,0,0,0,0,0,0,0
d02347,M,7.7,Intermodal,LOC,31,1631,17.3656989576947,104471.921,313395.456,1,0,0,4,14,7,0,25
d02390,M,2.5,Intermodal,LOC,48,1200,20.8498016666667,103225.023,251605.268,1,0,0,2,30,5,0,37
d02836,M,0.7,Dedicated,REG,45,174,34.1301666666667,28573.006,41660.395,0,0,0,0,0,0,0,0
d03309,M,3.5,Dedicated,REG,53,1138,33.1382609841828,343430.456,512931.42,1,0,0,3,9,3,0,15
d02534,M,6.7,Intermodal,LOC,43,1220,20.0322967213115,139471.129,365465.902,0,0,0,0,29,1,0,30
d06780,M,1.4,Final-mile,REG,54,32,25.9141875,3778.448,8032.101,0,0,0,0,0,0,0,0
d05948,M,2.7,Dedicated,LOC,32,154,26.2823181818182,14141.182,27966.665,0,0,0,0,0,0,0,0
d21560,M,9.9,Dedicated,LOC,59,632,24.7548101265823,37013.393,92469.275,0,0,0,0,0,0,0,0
d23881,M,4.5,Dedicated,REG,52,588,36.7190629251701,91917.96,127587.028,1,0,1,0,0,0,0,0
d25487,M,1.9,Final-mile,REG,25,121,30.5387190082645,20846.264,34665.365,0,0,0,0,0,0,0,0
d07438,M,16.9,Dedicated,LOC,60,2319,26.8662858990944,140581.085,352559.856,2,0,0,0,4,0,2,6
d10360,M,3.3,Dedicated,LOC,55,1889,27.6714880889359,95698.1359999999,225842.437,5,0,0,0,1,0,0,1
d11602,M,2.2,Final-mile,REG,39,981,35.1014617737003,171577.375,241516.933,1,0,0,4,89,25,0,118
d15123,M,7.8,Intermodal,LOC,63,379,19.074290237467,46800.285,121183.936,0,0,0,0,0,0,0,0
d15170,M,1.2,Dedicated,REG,55,611,38.1980654664485,253491.041,349893.944,2,0,0,2,10,25,0,37
d11932,M,11.1,Dedicated,OTR,59,1704,30.3351607981221,216856.855,347392.121,2,0,0,0,53,0,0,53
d31102,M,0.9,Intermodal,LOC,27,1420,21.9362669014085,110716.057,271331.87,0,0,0,0,127,1,0,128
d31386,M,3.2,Dedicated,REG,48,300,23.6538533333333,17988.76,37367.565,0,0,0,0,0,0,0,0
d02114,M,4.4,Intermodal,LOC,45,80,23.99005,10331.122,24374.564,0,0,0,0,0,0,0,0
d02747,M,1.8,Dedicated,OTR,48,765,39.7705738562092,197732.361,245883.602,2,0,0,5,24,70,0,99
d09820,M,9.4,Dedicated,LOC,57,2870,24.347849825784,92754.0749999999,209900.504,1,0,0,2,4,6,0,12
d16107,M,1.3,Intermodal,LOC,44,1804,18.7383847006652,115713.316,334403.37,3,0,0,28,8,27,0,63
d19917,M,3.1,Dedicated,LOC,30,2491,27.3300200722601,109778.539,256380.448,4,0,0,2,52,2,6,62
d15590,M,0.9,Intermodal,LOC,60,578,18.1626591695502,32702.961,103044.055,0,0,0,0,0,0,0,0
d23333,M,8.1,Dedicated,REG,50,61,29.5054426229508,11438.152,20326.096,0,0,0,0,0,0,0,0
d25995,M,4.6,Intermodal,LOC,28,485,19.0817175257732,22570.315,68804.566,0,0,0,0,0,0,0,0
d22622,M,3.2,Dedicated,LOC,34,1374,43.2884395924309,295215.134999999,383240.704,2,0,0,1,1,10,0,12
d11698,M,4.2,Dedicated,REG,61,1467,37.0932753919564,193401.566,271352.902,1,0,0,0,2,7,0,9
d02909,M,0.9,Dedicated,REG,38,1930,35.8118906735751,175440.052,259104.898,4,0,0,4,8,12,1,25
d06538,M,5.6,Dedicated,LOC,44,1726,39.267882387022,227366.176,347220.13,1,0,0,33,14,37,0,84
d05885,M,0.5,Dedicated,LOC,36,855,28.1469122807018,121010.156,239174.837,4,0,0,19,38,10,1,68
d22165,M,1.1,Final-mile,REG,37,34,32.2305,2951.852,4244.271,0,0,0,0,0,0,0,0
d23172,M,0.9,Intermodal,LOC,27,109,22.519504587156,14155.618,35324.764,0,0,0,0,0,0,0,0
d06982,M,3.6,Intermodal,REG,51,839,36.3294922526818,142082.745,197254.755,7,0,0,15,11,3,0,29
d20805,M,6.6,Dedicated,OTR,63,404,42.3595495049505,106679.427,141185.333,0,0,0,0,0,0,0,0
d22379,M,3,Dedicated,LOC,49,147,22.5021224489796,5944.123,18270.863,0,0,0,0,0,0,0,0
d09396,M,4.5,Dedicated,LOC,40,141,35.0873404255319,15986.375,25786.329,0,0,0,0,0,0,0,0
d14985,M,4.3,Intermodal,LOC,29,1074,22.2905409683426,78250.407,193430.218,0,0,0,1,2,8,0,11
d16896,M,3.7,Intermodal,LOC,53,145,23.3451655172414,10694.597,22974.362,0,0,0,0,0,0,0,0
d20976,M,2.1,Final-mile,REG,40,1188,33.4820765993266,196858.309,303907.23,0,0,0,11,16,0,3,30
d21575,M,11.1,Dedicated,LOC,52,24,28.1923333333333,1178.516,2104.534,0,0,0,0,0,0,0,0
d23028,M,1.2,Dedicated,REG,56,1451,32.6393514817367,214490.531,379068.287,5,0,0,4,8,17,0,29
d24436,M,3.4,Dedicated,LOC,58,302,32.615701986755,38976.524,62478.867,0,0,0,0,0,0,0,0
d25553,M,3.5,Dedicated,REG,42,1579,32.5056067131096,144920.59,222656.241,3,0,0,1,0,3,0,4
d27177,M,17.5,Intermodal,LOC,71,1144,21.3283618881119,101286.924,233136.913,0,0,0,0,5,0,0,5
d15417,M,9.4,Dedicated,LOC,54,1859,28.332259817106,157689.92,314647.607,0,0,0,0,5,0,0,5
d21020,M,22.2,Intermodal,LOC,50,571,22.6415954465849,91676.367,218142.996,2,0,0,1,1,0,0,2
d24936,M,8.3,Dedicated,LOC,46,543,30.3002615101289,48584.89,72819.6119999999,0,0,0,0,0,0,0,0
d27304,M,2.5,Intermodal,LOC,29,682,20.9541847507331,66018.815,162458.46,1,0,0,1,13,6,0,20
d28092,M,6.6,Intermodal,LOC,56,61,18.4615737704918,6804.076,18200.199,0,0,0,0,0,0,0,0
d00377,M,6,Intermodal,LOC,39,1859,24.9178961807423,144723.615,305623.786,1,0,0,11,3,1,1,16
d27205,M,13.4,Dedicated,LOC,54,8,22.966625,569.963,1533.7,0,0,0,0,0,0,0,0
d00440,M,1.8,Dedicated,REG,50,1538,34.8215344603381,276078.178,411891.454999999,2,0,0,3,4,8,0,15
d01058,M,2.3,Dedicated,REG,54,842,36.3922612826603,142575.736,195872.491,1,0,0,2,1,4,0,7
d02858,M,4.1,Dedicated,REG,38,1477,34.0619830737982,178682.703,255579.146,3,0,0,9,6,10,0,25
d08453,M,2.5,Intermodal,LOC,52,1430,19.7025552447552,121607.144,323937.163,1,0,0,0,33,2,1,36
d03360,M,4.6,Dedicated,REG,43,30,39.6116333333333,4571.072,6238.6,0,0,0,0,0,0,0,0
d03783,M,2,Dedicated,REG,62,1086,41.0023913443831,190256.746,252134.549,4,0,0,1,14,9,0,24
d03997,M,0.9,Final-mile,REG,55,922,23.9113698481562,91878.296,154358.041,0,0,0,1,0,0,0,1
d16446,M,6,Intermodal,REG,45,517,37.0053230174081,84819.388,115613.625,0,0,0,0,1,8,0,9
d11604,M,6.4,Dedicated,REG,47,81,21.8995802469136,2861.124,7858.936,0,0,0,0,0,0,0,0
d17731,M,9.8,Dedicated,REG,50,593,21.0469460370995,32087.393,77231.295,2,0,0,0,1,0,3,4
d11606,M,5,Dedicated,LOC,38,330,35.8436727272727,73757.619,93232.3300000001,1,0,0,0,4,0,0,4
d07940,M,0.3,Dedicated,LOC,30,139,12.2314964028777,2896.018,24518.495,0,0,0,0,0,0,0,0
d18953,M,2.8,Intermodal,REG,51,1259,32.726981731533,326672.212,515053.198,2,0,0,5,14,71,0,90
d08773,M,2.7,Dedicated,LOC,29,1582,37.9823609355247,275839.641,388091.907,1,0,0,1,40,37,0,78
d10682,M,1.4,Intermodal,LOC,25,406,24.4727955665025,70893.665,146453.333,0,0,0,0,0,0,0,0
d19947,M,2.7,Intermodal,REG,62,342,29.3007251461988,58415.145,100341.73,0,0,0,0,0,0,0,0
d14100,M,2.7,Intermodal,LOC,42,53,23.3108113207547,6206.624,15438.732,0,0,0,0,0,0,0,0
d20354,M,1.5,Final-mile,REG,66,911,18.8939220636663,72353.254,199471.133,0,0,0,3,39,4,0,46
d22506,F,4.2,Dedicated,REG,47,731,34.6022147742818,113653.493,165079.903,0,0,0,0,0,0,0,0
d15825,M,2.3,Dedicated,LOC,52,636,39.5005518867925,161423.749,209861.535,0,0,0,1,2,2,0,5
d18910,M,0.6,Final-mile,REG,57,499,31.9423507014028,80896.944,114172.674,0,0,0,0,0,0,0,0
d15100,M,6.4,Dedicated,LOC,51,122,31.3716557377049,10286.574,16924.196,0,0,0,0,0,0,0,0
d19327,M,0.6,Dedicated,REG,35,1447,31.8630138217001,130708.509,226282.692,0,0,0,1,5,1,0,7
d20312,U,2.8,Dedicated,LOC,40,10,22.4912,771.595,1818.101,0,0,0,0,0,0,0,0
d29277,M,1.2,Intermodal,LOC,64,740,19.4214283783784,82666.262,207003.066,1,0,0,1,2,1,1,5
d19694,F,3.6,Dedicated,REG,37,200,40.727675,57368.538,74327.8,0,0,0,0,0,0,0,0
